Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Stress_Level,Gender,Grades
895,7,3.5,5.2,5.8,2.5,High,Female,8.15
896,6.4,1,9.7,1.8,5.1,Moderate,Female,8.12
897,8.9,1.6,5.7,0.1,7.7,High,Female,8.55
898,6.8,1.4,6.7,3.1,6,Moderate,Female,7.58
899,7.2,3.5,7.5,2.9,2.9,Moderate,Male,7.6
900,8.3,2.4,7.1,2.5,3.7,High,Male,8.05
901,8.9,0.8,9.1,3.4,1.8,High,Male,7.75
902,6.3,3,7.6,1.9,5.2,Moderate,Female,6.2
903,8,4,7.2,4.4,0.4,Moderate,Female,7.78
904,6,1.7,6.1,0,10.2,Moderate,Male,7.18
905,9.6,3.4,8.7,0.4,1.9,High,Male,8.75
906,7.2,0.5,7.6,2.1,6.6,Moderate,Female,7.78
907,6.9,2.5,8.6,0.7,5.3,Moderate,Female,8.22
908,6.7,1.8,8.4,3.1,4,Moderate,Male,7.3
909,9.3,3.5,5,4.7,1.5,High,Male,8.62
910,7.4,3.9,8.8,1,2.9,Moderate,Female,7.78
911,7.7,4,9.3,0.3,2.7,Moderate,Male,7.4
912,5,1.6,6.2,4.9,6.3,Low,Male,7.52
913,6.7,3.3,5,1.8,7.2,High,Male,7.12
914,5.3,0.7,7.8,1.7,8.5,Low,Female,6.6
915,7.1,1.5,9.4,5.4,0.6,Moderate,Female,6.62
916,5.5,3.8,5.3,1.8,7.6,High,Female,7.02
917,6.5,1.3,5.8,4.7,5.7,High,Female,7.6
918,5.6,0.3,9.5,1.1,7.5,Low,Female,6.65
919,9.1,2.2,5.4,5.7,1.6,High,Female,8.7
920,5.8,3.4,5.1,3.1,6.6,High,Female,6.98
921,8.8,3.7,9.5,1.6,0.4,High,Male,8.22
922,6.4,1.2,6.9,2.4,7.1,Moderate,Male,7.5
923,7.7,0.6,8.5,1,6.2,Moderate,Male,7.9
924,9,3,8.2,0.6,3.2,High,Male,7.4
925,7.7,0.3,6.9,2.5,6.6,Moderate,Male,7.7
926,5.9,1.6,9.7,0.8,6,Low,Male,7.15
927,8.8,0.4,9.9,1.9,3,High,Male,7.98
928,8.1,0.8,5.7,5.6,3.8,High,Female,8.62
929,9.6,3.5,8.1,2.3,0.5,High,Female,8.5
930,6.6,2.5,6.8,0.9,7.2,Moderate,Male,7.2
931,8,3.3,6.9,0.8,5,Moderate,Male,7.7
932,6.5,2.6,8,4.2,2.7,Moderate,Female,7.08
933,6.8,3.3,6,2.8,5.1,Moderate,Male,7.3
934,5.5,3.5,6.7,4.1,4.2,Low,Male,7.3
935,5.1,2.8,6.6,0.3,9.2,Low,Female,6.22
936,6.9,0.3,5.7,1.8,9.3,High,Male,7.88
937,5.4,3.6,5,2.9,7.1,High,Female,6.85
938,9.6,0.6,9.8,0.8,3.2,High,Male,8.22
939,8.7,2.2,9.4,2,1.7,High,Female,7.58
940,5.8,3.7,6.6,2.2,5.7,Low,Female,7.25
941,8.8,1.4,9.8,3,1,High,Female,8.78
942,5.2,1,7.3,1.4,9.1,Low,Male,7.08
943,8.7,3.7,7.1,1.5,3,High,Female,8.22
944,7.4,1.4,9.5,3.2,2.5,Moderate,Male,8.05
945,8.8,3.2,6.7,2.3,3,High,Male,8.1
946,9,3.8,8.1,2.3,0.8,High,Male,8.88
947,9,3.4,7,0.2,4.4,High,Male,9.2
948,7.3,3,6.8,3.8,3.1,Moderate,Female,7.28
949,5.9,3,7.7,1.2,6.2,Low,Female,7.72
950,7.4,0.9,9.8,4.2,1.7,Moderate,Male,7.35
951,9.8,1.7,7.4,4.6,0.5,High,Male,9.6
952,6.3,1.8,5.6,1.2,9.1,High,Female,7.48
953,5,0.2,9.9,1.5,7.4,Low,Male,7.35
954,7.8,0.6,8.6,3.6,3.4,Moderate,Female,8.15
955,8.7,3.1,9.9,1.3,1,High,Male,8.88
956,5.3,3.6,5.6,2,7.5,High,Male,6.32
957,9.1,2.4,7,2.6,2.9,High,Female,8.2
958,9.3,0.4,8.9,4.6,0.8,High,Male,8.95
959,5.9,1.7,5.8,4.2,6.4,High,Female,8.3
960,6,0.8,5.2,1.9,10.1,High,Male,7.52
961,7.8,3.4,8.3,2,2.5,Moderate,Male,7.95
962,6.3,0.2,8.6,0.7,8.2,Moderate,Male,7.75
963,6.5,2.1,7.8,3.6,4,Moderate,Female,7.25
964,8.1,3.9,8.6,3.1,0.3,High,Male,7.48
965,8.8,2.4,6,4,2.8,High,Male,8.98
966,7.4,2.1,6.7,3.1,4.7,Moderate,Male,8.6
967,6,3.2,5.9,0.5,8.4,High,Male,8.2
968,7.2,1.1,7.8,2.1,5.8,Moderate,Female,7.32
969,9.7,3.7,7.5,1,2.1,High,Female,7.6
970,9.6,0,7.8,4.4,2.2,High,Male,8.45
971,7.4,0.3,9.9,3.1,3.3,Moderate,Female,7.1
972,7.4,1.7,5.4,0.6,8.9,High,Male,8.07
973,9.2,1,6,3,4.8,High,Male,7.95
974,5.2,0.2,9.2,0.7,8.7,Low,Male,7.05
975,5.2,1.8,9.2,1.6,6.2,Low,Female,6.7
976,7.2,2.3,7.9,2,4.6,Moderate,Female,7.65
977,6.6,0.4,6.8,0.6,9.6,Moderate,Female,8.28
978,6.4,2.5,7.3,2.9,4.9,Moderate,Female,7.8
979,8.8,1.1,6.6,5.5,2,High,Female,8.3
980,9.6,2.4,7.7,1.1,3.2,High,Female,8.25
981,6.7,3.4,7.8,3.1,3,Moderate,Female,7.45
982,8,0.3,8.4,5.6,1.7,Moderate,Female,8.2
983,7.9,0.5,7.9,4.6,3.1,Moderate,Female,8.45
984,8.2,3.6,8.1,0.5,3.6,High,Male,7.95
985,6.5,0.8,9.5,4.6,2.6,Moderate,Female,6.85
986,5.9,3,7.4,1.4,6.3,Low,Female,7.75
987,8.1,0.2,6.6,2.8,6.3,High,Female,7.85
988,6,3.1,7.1,3.4,4.4,Moderate,Female,7.1
989,5.1,0.1,7.2,4.9,6.7,Low,Female,7.35
990,6.9,3.3,5.7,5.6,2.5,High,Female,7.62
991,8.8,3.8,8.4,1.1,1.9,High,Female,8.25
992,6.7,2.8,8.8,5.3,0.4,Moderate,Female,7.62
993,6,3.2,8.7,0.4,5.7,Moderate,Female,6.5
994,6.5,3.9,8.2,3.9,1.5,Moderate,Female,7.05
995,9.9,1.5,9,1.6,2,High,Female,8.6
996,9.7,0.9,6.6,4.5,2.3,High,Male,8.75
997,7,2.4,7.2,4.5,2.9,Moderate,Male,7.5
998,5.8,1.4,7,0.3,9.5,Low,Female,6.22
999,7.9,3.5,5.8,3.6,3.2,High,Female,7.52
1000,8.5,1.6,7.5,0,6.4,High,Male,9.07
1001,8.5,2.6,5.2,2.2,5.5,High,Female,8.15
1002,7.5,3.6,8.6,2.5,1.8,Moderate,Male,7.98
1003,9,3.5,7.3,2,2.2,High,Male,8.57
1004,8.5,0.3,9.3,2.8,3.1,High,Male,8.15
1005,5.3,2.2,7.1,5.3,4.1,Low,Male,7.25
1006,7.8,0.2,9.9,3.1,3,Moderate,Male,7.68
1007,6.5,1.9,9.3,1.8,4.5,Moderate,Female,7.3
1008,6.5,3.1,7.4,1.4,5.6,Moderate,Male,7.32
1009,5.8,1.3,9.7,2.1,5.1,Low,Female,7.18
1010,5.9,3.6,7.3,4.3,2.9,Low,Female,7.38
1011,9.9,0.2,5.5,4.3,4.1,High,Male,8.3
1012,5.2,0.1,8.9,0.8,9,Low,Male,6.65
1013,7.3,2.4,7.1,0.2,7,Moderate,Female,7.92
1014,7.2,2.1,7.4,2.3,5,Moderate,Male,7.82
1015,9.4,3.6,6.7,2.6,1.7,High,Male,7.02
1016,6.4,3.8,5.7,3.5,4.6,High,Female,7.68
1017,6.4,1.1,7,6,3.5,Moderate,Female,7.45
1018,5.4,0.6,7.2,3.1,7.7,Low,Male,6.7
1019,6.3,1.3,5.4,1.8,9.2,High,Female,7.75
1020,9.5,0,9.1,5.1,0.3,High,Male,7.62
1021,5.5,0.6,9.8,3.2,4.9,Low,Male,8
1022,8.7,4,6.4,2.6,2.3,High,Male,8.02
1023,7.7,1.6,5.8,5.9,3,High,Female,7.88
1024,8,0.9,7.7,4.2,3.2,Moderate,Female,8.6
1025,7.6,4,8.1,1.6,2.7,Moderate,Female,7.55
1026,6.9,1.4,7.2,4.7,3.8,Moderate,Female,7.85
1027,7.4,3.2,7.9,1.9,3.6,Moderate,Female,7.48
1028,6.1,2,6.3,0.1,9.5,Moderate,Male,7.62
1029,8.2,2,7.2,5.8,0.8,High,Male,8.62
1030,5.7,2.3,9.3,3.5,3.2,Low,Male,7.25
1031,8.6,1.5,5.5,2.7,5.7,High,Male,8.72
1032,6.2,3.9,9.8,1,3.1,Moderate,Female,7.18
1033,6.7,3.6,9.8,1.7,2.2,Moderate,Male,7.65
1034,8.4,1.1,8.7,0.3,5.5,High,Female,7.15
1035,5.2,1.5,6.8,1.9,8.6,Low,Male,5.95
1036,6,1.2,9.9,2.5,4.4,Moderate,Female,7.2
1037,7.2,2.3,9.9,1.1,3.5,Moderate,Female,8.28
1038,8,0.4,8.4,0.4,6.8,Moderate,Male,8.48
1039,8,3,6.1,5,1.9,Moderate,Male,7.25
1040,5.7,3.8,5.4,1.2,7.9,High,Male,7.02
1041,6.7,2.5,7.7,0.8,6.3,Moderate,Male,7.02
1042,6.1,1.6,8.5,1.3,6.5,Moderate,Female,6.9
1043,6.8,1.6,9.9,5.4,0.3,Moderate,Male,7.22
1044,5.3,1.3,6.3,3,8.1,Low,Male,7.35
1045,8.9,3.4,9.2,0.9,1.6,High,Female,7.78
1046,5.3,2.8,5,2.5,8.4,High,Male,7.55
1047,6.6,2.8,8.8,1.8,4,Moderate,Male,7.18
1048,7.2,2.9,8.5,5.3,0.1,Moderate,Male,8.15
1049,6.1,2.6,8,5.5,1.8,Moderate,Male,7.52
1050,7.8,1.1,7.4,2,5.7,Moderate,Male,7.6
1051,7.9,3.6,7.8,3,1.7,Moderate,Female,7.62
1052,6.2,2,6.6,1.1,8.1,Moderate,Male,7.35
1053,7.5,1.3,6.3,2.8,6.1,Moderate,Male,8.02
1054,5.5,3.1,9,4.6,1.8,Low,Male,7.42
1055,5.6,2.6,9.2,3.5,3.1,Low,Male,6.8
1056,7.6,0.1,8.2,0.5,7.6,Moderate,Male,8.9
1057,7.2,1.2,7.7,0.8,7.1,Moderate,Female,8.2
1058,5.8,0.4,5.7,5.3,6.8,High,Male,7.5
1059,7.6,1.9,5.5,3.9,5.1,High,Female,7.92
1060,8.1,0.3,5.6,0.3,9.7,High,Female,8.12
1061,6.3,0.5,6.3,2.3,8.6,Moderate,Male,7.42
1062,9.2,2.8,5.6,4.4,2,High,Male,8.75
1063,6.4,2.6,6.7,6,2.3,Moderate,Male,6.95
1064,9.7,0.1,8.5,4.1,1.6,High,Male,8.15
1065,9.2,3.9,9.9,0.1,0.9,High,Female,8.7
1066,8.2,0.5,8.3,5.9,1.1,High,Male,8.6
1067,9.6,1.8,5.2,2.2,5.2,High,Male,8.88
1068,7.3,0.2,7.1,2.8,6.6,Moderate,Male,8.18
1069,9.6,2.6,6.6,2.7,2.5,High,Male,8.43
1070,6.8,2.7,8.3,4.3,1.9,Moderate,Male,6.45
1071,6.3,1.3,5.6,3.9,6.9,High,Male,7.42
1072,9.3,3.6,7.2,1.8,2.1,High,Female,8.25
1073,5.4,2.7,9.1,1.5,5.3,Low,Female,7.6
1074,9.4,1,7.8,1.1,4.7,High,Male,8.4
1075,5.5,3.6,9.1,4.4,1.4,Low,Male,6.1
1076,7.7,0.4,8.8,3.5,3.6,Moderate,Male,7.5
1077,5.9,0.8,5.9,0.3,11.1,High,Female,7.78
1078,5.1,0.2,7.9,4.9,5.9,Low,Male,7.05
1079,6.6,1.4,8,1.6,6.4,Moderate,Female,8.07
1080,8.7,2.7,6,2.1,4.5,High,Male,9.18
1081,5.6,0.5,8.4,5.2,4.3,Low,Male,7.15
1082,5.9,0.4,9.1,3.5,5.1,Low,Male,7.4
1083,8.1,3.1,8.5,3.6,0.7,High,Male,7.8
1084,8.2,1.3,9.8,0.2,4.5,High,Female,8.45
1085,7.9,0.7,8.6,1.1,5.7,Moderate,Female,7.95
1086,9.6,0.8,5.7,4.6,3.3,High,Male,7.8
1087,7.5,3.6,5.7,3.9,3.3,High,Male,7.52
1088,8.4,2.4,8.8,1.4,3,High,Female,7.92
1089,7.2,1.6,9.9,1.5,3.8,Moderate,Female,7.22
1090,7.8,1,9.6,1.5,4.1,Moderate,Female,7.25
1091,9.5,0.4,8.3,5.3,0.5,High,Female,8.9
1092,8.4,1.2,5.9,1.8,6.7,High,Male,8.12
1093,5.5,0.6,5.5,2.5,9.9,High,Female,6.85
1094,5.7,2.6,6,0.6,9.1,Low,Male,7.3
1095,5.8,3.7,9.1,1.9,3.5,Low,Female,7.42
1096,8.4,2.7,8.1,1.3,3.5,High,Female,9.2
1097,5.2,1.8,9.5,3.4,4.1,Low,Female,7.2
1098,8.4,3.9,9.9,1.2,0.6,High,Female,7.7
1099,6.2,3.2,5.5,4.7,4.4,High,Female,7.22
1100,8.2,1.7,7.2,1.9,5,High,Male,8.45
1101,8.8,3.7,9.7,0.3,1.5,High,Male,8.48
1102,6.3,0.3,6.3,5.5,5.6,Moderate,Female,7.65
1103,8.2,2.9,6.3,4.3,2.3,High,Female,8.02
1104,8.1,0.6,9.1,1.4,4.8,High,Male,7.88
1105,8.3,1.6,8,0.6,5.5,High,Female,8.5
1106,10,0.8,6.3,4,2.9,High,Female,8.48
1107,9.8,3.7,7.5,2.4,0.6,High,Male,8.38
1108,6.4,3.3,6.9,0.5,6.9,Moderate,Female,7.25
1109,6.7,3.9,8.1,2.2,3.1,Moderate,Female,7.22
1110,5.4,0.2,5.6,3.5,9.3,High,Male,7.45
1111,9.6,2,9.2,1.4,1.8,High,Male,9.1
1112,5.9,1.4,8.2,0.4,8.1,Low,Male,7.68
1113,6.8,2.1,10,2.4,2.7,Moderate,Female,7.4
1114,9,2.4,9.4,1.3,1.9,High,Male,9.02
1115,8,2.5,7.1,0.9,5.5,Moderate,Male,7.82
1116,6.1,2.9,6.6,3,5.4,Moderate,Male,7.52
1117,5.8,3.8,9.3,4.4,0.7,Low,Male,7.9
1118,5.7,0,5.1,3.5,9.7,High,Male,6.88
1119,7.3,2.1,5,2.5,7.1,High,Male,7.5
1120,8.7,0.9,9.1,3.1,2.2,High,Female,9.12
1121,6.1,0.9,8.1,5,3.9,Moderate,Female,6.52
1122,9.3,2.7,7.2,2.3,2.5,High,Male,8.22
1123,6,2.5,6.8,6,2.7,Moderate,Male,6.25
1124,7.8,3.7,9,1.6,1.9,Moderate,Male,6.5
1125,8.6,2.3,7.5,1.1,4.5,High,Female,7.42
1126,9.6,1.3,9.8,1.8,1.5,High,Female,8.48
1127,8.2,2.2,5.6,2.3,5.7,High,Female,8.2
1128,7.2,3.1,6.1,1,6.6,Moderate,Female,7.3
1129,7,3.7,8.6,2,2.7,Moderate,Female,7.2
1130,9.9,2.7,6.4,2.9,2.1,High,Female,8.72
1131,5.5,3.9,5.9,3.9,4.8,High,Female,7.48
1132,8.9,2.7,8.1,3.8,0.5,High,Female,7.85
1133,5.4,1.3,6.2,5.9,5.2,Low,Female,7.75
1134,8.4,0.8,6.2,1.7,6.9,High,Male,7.8
1135,7.1,0.9,5.1,5.3,5.6,High,Male,7.62
1136,6.7,0,8.4,5,3.9,Moderate,Male,7.62
1137,5.7,0.6,9,3.7,5,Low,Male,7.2
1138,6.5,1.5,8.8,4.9,2.3,Moderate,Female,7.2
1139,7,3.8,7,4.6,1.6,Moderate,Female,8.1
1140,9.5,0.3,9.7,3.7,0.8,High,Male,8.55
1141,9,0.8,9,4.4,0.8,High,Female,8.43
1142,5.2,0.6,7.7,3.5,7,Low,Male,6.92
1143,8.2,0.1,9.8,0.3,5.6,High,Female,8.43
1144,8.3,3.3,5.1,3.3,4,High,Male,8.18
1145,7.3,2,5.4,4.1,5.2,High,Female,8.52
1146,7.4,0.6,8.2,1,6.8,Moderate,Female,7.78
1147,9.4,2.5,5.8,5.8,0.5,High,Male,8.12
1148,8.1,1,9,4.8,1.1,High,Female,8.05
1149,9.9,2,7.3,3.6,1.2,High,Male,8.78
1150,7.7,0.4,7.1,5.1,3.7,Moderate,Male,7.35
1151,9.3,0.4,5.5,1.6,7.2,High,Male,8.22
1152,8.1,1.4,8.9,1.3,4.3,High,Male,8.18
1153,8.2,0.9,8.6,5.2,1.1,High,Female,7.58
1154,7.1,0.6,8.5,4.6,3.2,Moderate,Female,7.78
1155,5.5,2,9.1,5.6,1.8,Low,Female,7.38
1156,7.7,1.6,9.2,2.7,2.8,Moderate,Male,7.9
1157,7.4,2,9.2,4.5,0.9,Moderate,Female,6.92
1158,7.5,2.3,6.2,4.8,3.2,Moderate,Male,7.32
1159,7.4,1.3,5.5,1.4,8.4,High,Female,7.72
1160,5.8,1.8,6.5,0.2,9.7,Low,Female,7.3
1161,6.6,2.2,7.8,2.1,5.3,Moderate,Female,7.72
1162,6.9,1,6.2,2.7,7.2,Moderate,Male,7.55
1163,8.8,0.8,8.5,0.1,5.8,High,Female,9.02
1164,6.7,2.3,6,4.5,4.5,Moderate,Female,7.3
1165,5.3,3.4,6,5.2,4.1,Low,Male,7.65
1166,6.6,3.6,5.6,1.1,7.1,High,Female,7.05
1167,7.5,0.3,6,5.7,4.5,Moderate,Male,7.78
1168,9.6,2.2,6.3,4.1,1.8,High,Female,8.72
1169,8.3,4,6.3,3.6,1.8,High,Male,8.4
1170,7.5,1.2,5.8,1.7,7.8,High,Male,8.12
1171,6.9,3,7.7,0.5,5.9,Moderate,Female,7.92
1172,8.2,3.2,7.3,1.9,3.4,High,Male,8
1173,5.5,3.5,8.9,1,5.1,Low,Male,5.75
1174,8.1,3.8,7.9,2.3,1.9,High,Male,9.3
1175,5.3,0.3,5.9,0.2,12.3,High,Male,7.42
1176,5.7,3.3,5.8,1.8,7.4,High,Male,7.6
1177,6.2,1.5,6.3,2.9,7.1,Moderate,Male,7.42
1178,5.3,0.6,5.3,3.8,9,High,Female,6.98
1179,5.3,3.3,7.6,3.2,4.6,Low,Male,6.38
1180,6,1.3,8,1.3,7.4,Moderate,Male,7.38
1181,5.6,3.9,5.1,4.8,4.6,High,Female,6.75
1182,5.7,0.6,8.5,3.9,5.3,Low,Female,7.62
1183,8.9,3.7,8.5,0.5,2.4,High,Female,8.65
1184,6,0.3,8.5,2.4,6.8,Moderate,Female,7.02
1185,9.6,2.6,5.5,5.7,0.6,High,Female,8.2
1186,7,0.2,7.5,0.7,8.6,Moderate,Female,7.02
1187,7,1.4,8.9,4.8,1.9,Moderate,Female,7.42
1188,6.9,0.6,9,4.2,3.3,Moderate,Male,7.08
1189,6,1.5,5.5,3.8,7.2,High,Male,7
1190,7.9,3.6,7.8,0.8,3.9,Moderate,Female,8.62
1191,6.9,3.4,8.2,3.6,1.9,Moderate,Male,8.43
1192,8.8,2.4,5.8,4.8,2.2,High,Male,8.45
1193,8.6,0.3,7.3,1,6.8,High,Male,8.78
1194,8.1,2.7,9.2,0.9,3.1,High,Female,6.95
1195,5.6,3.4,5.8,5.8,3.4,High,Female,7.1
1196,9.9,0.4,6.5,3.8,3.4,High,Male,9.32
1197,6.8,3.7,5.3,3.3,4.9,High,Female,8.43
1198,6.3,1.5,9.2,1.2,5.8,Moderate,Male,7.88
1199,9.1,2.3,8.8,2.7,1.1,High,Male,8.57
1200,9.3,1.7,9.8,1.4,1.8,High,Male,7.8
1201,5.7,1.6,9.8,1.9,5,Low,Male,6.8
1202,8.6,1.2,8.9,2.3,3,High,Female,8.1
1203,7.4,3.1,6.9,2.7,3.9,Moderate,Female,7.05
1204,7.6,3.2,6.8,3.1,3.3,Moderate,Female,7.18
1205,8.4,1.1,6.4,5.6,2.5,High,Male,8.43
1206,8.2,0.1,8.1,3.1,4.5,High,Female,8.9
1207,7.7,1.4,5.4,1.2,8.3,High,Male,7.82
1208,7.3,0.2,5.2,4.3,7,High,Female,8.02
1209,7.7,2,6.2,4.5,3.6,Moderate,Male,7.68
1210,7.3,1.1,6.2,3.9,5.5,Moderate,Male,7.5
1211,8.3,3.3,7.1,0.4,4.9,High,Male,8.9
1212,5,2.1,5.2,3.4,8.3,High,Female,7.25
1213,9.6,3.9,7.7,1.3,1.5,High,Female,8.68
1214,5.3,1.9,6.2,2.8,7.8,Low,Female,7.18
1215,7.3,2.3,6.8,1,6.6,Moderate,Female,8.38
1216,8.3,1.4,9.7,4.2,0.4,High,Male,8.12
1217,6,0.2,8.7,5,4.1,Moderate,Female,7.6
1218,5.1,1,7.3,3.8,6.8,Low,Female,8.1
1219,7.8,3,6.4,3.4,3.4,Moderate,Male,7.85
1220,8.8,2.8,10,0.7,1.7,High,Male,7.9
1221,7.5,1.3,7.2,5.1,2.9,Moderate,Male,8.18
1222,6,3.5,5.3,5.3,3.9,High,Female,7.42
1223,6.6,1.3,7.6,5.6,2.9,Moderate,Male,7.4
1224,9.3,1.6,6,2.5,4.6,High,Male,8.28
1225,6.9,3.7,8.8,2.3,2.3,Moderate,Male,7.58
1226,5.3,1,7.2,0.9,9.6,Low,Female,7.12
1227,9.7,3.1,6.3,2.9,2,High,Male,8.75
1228,9.4,2.1,8.9,2,1.6,High,Female,8.57
1229,7.8,0.5,5.6,3.2,6.9,High,Female,8.4
1230,9.8,1.9,5.3,3.3,3.7,High,Male,9.82
1231,9.2,4,7.2,1.2,2.4,High,Male,7.75
1232,5.2,1.4,6.3,4.1,7,Low,Female,7.8
1233,9.7,1.1,9.1,0.2,3.9,High,Male,8.25
1234,9.7,3.1,8.3,2.4,0.5,High,Male,8.68
1235,8.2,3.9,8.6,3.1,0.2,High,Female,7.55
1236,7.6,0.5,8,2.9,5,Moderate,Female,7.88
1237,8.1,0,6,2.9,7,High,Male,7.98
1238,7.1,2.9,8,1.8,4.2,Moderate,Female,7.92
1239,7.1,0.9,9.8,0.8,5.4,Moderate,Male,7.52
1240,6.1,3.1,6,0.5,8.3,Moderate,Male,7.25
1241,7.4,0,5.4,4.8,6.4,High,Male,7.85
1242,9.3,2.7,5.3,4.7,2,High,Female,8.52
1243,9.2,3.2,7.5,1,3.1,High,Male,8.7
1244,9.9,0.6,6.1,1.3,6.1,High,Male,9.07
1245,9,0.7,5.3,6,3,High,Male,8.9
1246,7.8,3.6,9.6,0,3,Moderate,Female,7.72
1247,5.4,1,8.3,5.3,4,Low,Female,8.18
1248,5.9,3.2,9.8,1.4,3.7,Low,Female,6.78
1249,7.5,0.3,7.8,3,5.4,Moderate,Female,7.72
1250,6.7,2.1,7.9,0.1,7.2,Moderate,Female,6.95
1251,8.8,2.9,6.8,0.3,5.2,High,Male,7.92
1252,5.9,2.3,5.8,2.1,7.9,High,Female,6.65
1253,8.5,2.2,6.9,2.5,3.9,High,Female,8.12
1254,5.4,3.5,5.4,4.2,5.5,High,Female,7.02
1255,9.6,1.1,6.9,3.4,3,High,Male,8.43
1256,8.3,1.6,7.4,0.3,6.4,High,Female,8.22
1257,6,3.2,7.3,1.8,5.7,Moderate,Female,7.78
1258,8.7,1.1,5.6,1.5,7.1,High,Male,8.1
1259,9.6,2.3,7.7,2.6,1.8,High,Female,9.18
1260,7.6,0.5,5.6,3.2,7.1,High,Male,7.6
1261,9.7,1.2,9.3,2.9,0.9,High,Male,8.78
1262,6,1.5,7.5,4.4,4.6,Moderate,Male,7
1263,5.6,1.6,7.4,3.2,6.2,Low,Male,6.88
1264,9,2.8,7.8,3.1,1.3,High,Male,8.57
1265,7.1,0.6,8.3,3.1,4.9,Moderate,Female,6.98
1266,9.5,2.3,5.4,2.7,4.1,High,Male,9.18
1267,8.8,3.2,7.5,4,0.5,High,Male,8
1268,9.5,3.6,8.4,2.1,0.4,High,Female,7.78
1269,5.4,3.5,6.6,1.1,7.4,Low,Male,6.8
1270,6.3,1.3,5.7,1.8,8.9,High,Female,6.62
1271,7.9,1.8,6.7,4.5,3.1,Moderate,Female,8.1
1272,6.7,3,5.8,0.8,7.7,High,Female,7.72
1273,6.7,3.2,6.2,0.4,7.5,Moderate,Male,6.85
1274,7.8,2.1,8.3,1.4,4.4,Moderate,Male,8.28
1275,9.3,1.2,8.5,0.1,4.9,High,Male,7.75
1276,7.7,0.3,9,1.3,5.7,Moderate,Female,7.25
1277,8.4,3.2,7.8,3.4,1.2,High,Male,7.55
1278,9,1.2,7.9,4.4,1.5,High,Male,9.05
1279,6.9,1.2,7.3,4.9,3.7,Moderate,Male,7.62
1280,8.3,3.6,5.5,1.4,5.2,High,Female,8.5
1281,8.5,3.3,9.3,1.2,1.7,High,Female,8.12
1282,6.2,1.2,8.9,0.5,7.2,Moderate,Male,6.9
1283,9.1,1.7,8,0.5,4.7,High,Male,8.07
1284,9.8,3.2,7.3,0.8,2.9,High,Male,8.55
1285,9.7,1.4,5.8,3.4,3.7,High,Male,9.18
1286,7.4,4,8.4,0.3,3.9,Moderate,Female,7.88
1287,10,1.6,6.4,3.3,2.7,High,Female,8.48
1288,5,1.8,9.2,3.4,4.6,Low,Female,6.75
1289,10,1.1,6.4,1,5.5,High,Female,8.5
1290,9,3.6,9.9,0.3,1.2,High,Male,7.98
1291,9.4,1.3,5.6,5.2,2.5,High,Male,8
1292,7.1,1.1,8.7,2.7,4.4,Moderate,Male,7.88
1293,9.9,0.2,6.8,2.9,4.2,High,Female,7.72
1294,8.6,3.5,9.7,1.8,0.4,High,Male,8.25
1295,9.3,2.2,9.1,1,2.4,High,Female,7.68
1296,7.3,1.1,9.8,1.8,4,Moderate,Female,7.28
1297,5.5,2.1,5.3,0.7,10.4,High,Male,6.98
1298,7.2,3.2,8.7,2.1,2.8,Moderate,Male,6.95
1299,6.7,1.3,8.9,0.3,6.8,Moderate,Male,6.98
1300,6.2,3.7,9.3,3.4,1.4,Moderate,Female,7.3
1301,7.4,2.1,9.9,4.4,0.2,Moderate,Male,8.07
1302,6,0.9,8.4,2.4,6.3,Moderate,Female,6.98
1303,9.7,0.4,7.6,5.5,0.8,High,Male,9.32
1304,5.8,3.9,9.6,0.8,3.9,Low,Female,6.42
1305,5.6,0.3,9.5,1.2,7.4,Low,Female,6.42
1306,8,0.3,6.1,5.6,4,Moderate,Male,6.9
1307,9.5,3.1,5.1,2,4.3,High,Female,7.85
1308,9.5,2.5,5.4,5.5,1.1,High,Female,8.98
1309,9.8,0.3,7.7,1.8,4.4,High,Male,8.07
1310,7.9,3.8,7.5,0.4,4.4,Moderate,Female,7.78
1311,8.1,1.4,9.3,2.3,2.9,High,Male,7.78
1312,8.8,1.1,8.8,1.1,4.2,High,Female,8.05
1313,6.6,1.9,9.7,5.4,0.4,Moderate,Male,7.2
1314,5.7,2,7.3,5.4,3.6,Low,Male,6.55
1315,9.7,1.5,7.5,4.8,0.5,High,Female,8.25
1316,6.1,0.8,5.2,3.9,8,High,Female,6.4
1317,6.3,0.2,6.2,4.8,6.5,Moderate,Female,7.32
1318,7.1,3.9,6,1.3,5.7,Moderate,Female,8.25
1319,6.5,0.7,6.9,5.5,4.4,Moderate,Female,6.78
1320,9.7,0.2,6.1,3.4,4.6,High,Male,9.52
1321,8.1,0.2,7,3.9,4.8,High,Female,8.52
1322,6.6,0.4,7.1,0.8,9.1,Moderate,Male,8.18
1323,9.7,1.9,6.6,4.4,1.4,High,Male,7.65
1324,9.1,3.5,8.4,0.1,2.9,High,Female,8.4
1325,7.8,3.1,5.7,1.4,6,High,Male,7.85
1326,7.2,0,9.1,2.2,5.5,Moderate,Male,8.52
1327,7.7,2.7,8.5,4.9,0.2,Moderate,Male,6.7
1328,9.8,2.6,6.5,0.6,4.5,High,Male,9.05
